hs_code,hs_description
5407611900,WV FB GT=85% NON-TEX PLY DYD THD CT (69-142)WARP
5407612100,WOV FAB CON WHOLLY POLYESTER YNS OF DIF COLOR
5407612900,WOV FAB OTHER THAN WHOLLY POLY YNS OF DIF COLOR
5407619100,"OTH WOV FAB,(75-80)DECI GT 24 FLAMTS GT=900 TRNS"
5407619905,POLYESTER NON-TEX UNBLCH/BLCH NT GT 170G/M2 FL FAB
5407619910,POLYESTER NON-TEX UNBL/BLCH WT LT= 170 G/M2 EXC FF
5407619915,WOV FB GT=85% NON-TEX POL UBLCH/BLCH WT GT 170G/M2
5407619925,POLYESTER NON-TEX DYED WT NT GT 170G/M2 FLT FABS
5407619930,WOV FAB GT=85% NON-TEX POLY DYED WT LT=170G/M2OT
5407619935,WOV FAB CON GT=85% NON-TEX POLY DYED WT GT 170G/M2
5407619945,POLY N-TX YNS OF DIF COL WT LT=170 G/M2 FLAT FAB
5407619950,WOV FAB CON GT=85% N-TX POLY YN DIF COL LT=170G/M2
5407619955,POLYESTER NOT NON-TEX FAB DIF COL YN GT 170G/M2 NT
5407619965,WOV FLT FAB GT=85% NO-TEX POLY PRINT LT=170G/M2
5407619970,WOV FAB GT=85% NON-TEX POLY PRINT LT=170G/M2 EX FL
5407619975,WOV FAB GT=85% NON-TEX POLY PRINT WGT GT 170G/M2
5407691010,POLYESTER NON-TEX UNBL/BLCH WT LT=170 G/M2
5407691060,WOV FB LT 85% NON-TX POLY UBLCH/BLCH WT GT 170G/M2
5407692010,WOV FAB LT 85% NON-TEX POLY DYED WT LT=170 G/M2
5407692060,WOV FAB CON LT 85% NON-TEX POLY DYED WGT GT 170G/M
5407693000,"PLYSR NON-TEX FAB YNS OF DIF COL, (69-142) THRD CT"
5407694010,WOV FAB LT 85% N-TX POLY YNS DIF COL LT=170G/M2
5407694060,POLYESTER NON-TEX FAB YNS DIF COL WT GT 170 G/M2
5407699010,WOV FAB CON LT 85% NON-TEX POLY PRINT LT=170G/M2
5407699060,WOV FAB LT 85% NON-TEX POLY PRINT WGT GT 170G/M2
5407710015,WOV FAB CON SYNTH FIL YRN UBLCH/BLCH WT LT=170G/M2
5407710060,WOV FAB GT=85% SYNTH FIL UNBLCH/BLCH GT 170G/M2
5407720015,WOV FAB OF YARN CON SYNTH FIL YARN DYED LT=170G/M2
5407720060,OTH WOV SYN FAB CON GT=85% DYED WEIGH GT 170G/M2
5407731000,WOV FAB CON GT=85% SYNTH FAB YNS DIF COL THD CNT
5407732015,WOV FAB CON POLY FIL YNS DIF COLORS LT=170G/M2
5407732060,WOV FAB CON GT=85% SYN FIL YN OF DIF GT 170G/M2
5407740015,WOV FAB CON POLY YARN PRINTED WEIGH LT=170G/M2
5407740060,WOV FAB CON GT=85% SYN FIL PRNTED WGT GT 170G/M2
5407810010,WOV FAB CON LT 85% SYN FIL MIX M/S COT UBL/BL POP
5407810020,WOV FAB LT 85% SYN FIL MIX M/S W COT UNBL/BL SHEE
5407810030,WOV FAB LT 85% SYN FIL MIX WTH COT UNBL/BL PRNCL
5407810040,WOV FAB LT 85% SYN FIL MIX W COT UNBL/BL S/T WV
5407810090,WOV FAB LT 85% SYNTH FIL MIX W COT UNBL/BL OTHER
5407820010,WOV FAB LT 85% SYN FIL MIX WITH COT DYED POP/BR
5407820020,WOV FAB LT 85% SYNTH FIL MIX WITH COT DYED SHEET
5407820030,WOV FAB CON LT 85% SYNT FIL MIX COT DYED PRINTCLH
5407820040,WOV FAB CON LT 85% SYN FIL MIX WITH COT DYED
5407820090,WOV FAB CON LT 85% SYN FIL MIX WITH COT DYED OTHER
5407830010,WV FB CON LT 85% SYN FIL MIX COT YN DIF COL PO/BR
5407830020,WOV FAB CON LT 85% SYN FIL MIX COT YNS DF CL SHEE
5407830030,WOV FAB CON LT 85% SYN FIL MIX COT YNS DIF COL
5407830040,WOV FAB CON LT 85% SYN FIL MX COT YNS DIF COL
5407830090,WOV FAB CON LT 85% SYN FIL MX W/COT YNS DIF COL
5407840010,WOV FAB CON LT 85% SYN FIL MIX W/COT PRINT POP/BR
5407840020,WOV FAB CON LT 85% SYN FIL MIX W/COT PRINT SHEET
5407840030,WOV FAB CON LT 85% SYN FIL MIX W/COT PRINT PRINT
5407840040,WOV FAB CON LT 85% SYN FIL MIX W/COT PRN SAT/TWL
5407840090,WOV FAB CON LT 85% SYN FIL MIX WITH COT PRINT OTH
5407910510,"UNBLCH,BLCH WOV FAB,N-CMB,SYN FIL YN GT=36% WL/FAH"
5407910520,WOV FAB OF SYN FIL YN CON GT=36% BY WGT W/FAH COMB
5407911000,WOV FAB OF SYN FIL CON LT 36% BY WGT W/FAH UNBL/BL
5407912010,WOV FABS OF SYN FILA UNBL/BL MIX M/S WITH ART FILA
5407912020,WOV FABS OF SYN FIL YRN UNBLCH/BLCH POPLIN/BROADCL
5407912030,"WOV FAB SYNTH FIL YRN UNBLCHD/BLCHD OTHER,SHEETING"
5407912040,WOV FAB OF SYNTH FILA YNS UNBLCH/BLCH OT PRINTCLTH
5407912050,WOV FAB OF SYNTH FILA YARN UBL/BL SATIN/TWILL WEVE
5407912090,OTH WOV FAB OF SYN FIL YARN UNBLCH/BLCH OTH FABRIC
5407920510,WOV FAB OF SYN FIL YN CON GT=36% BY WGT W/FAH CB
5407920520,WOV FAB OF SYN FIL YN CON GT=36% BY WT W/FAH COMBD
5407921010,WOV FAB OF SYN FIL CON LT 36% WOOL/FAH NOT COMBED
5407921020,WOV FAB SYN FIL YN CON LT 36% WOOL/F AN HR COMBED
5407922010,WOV FAB OF SYN FIL MIXED WITH ART FIL OR METLZD YN
5407922020,WOV FABS OF SYNTH FILA YARN DYED: NESOI POP/BRDCTH
5407922030,WOV FABRICS OF SYNTH FILA YARN DYED NESOI SHEETING
5407922040,WOV FABRICS OF SYNTH FIL YARN DYED NESOI PRNINTCLH
5407922050,WOV FAB SYN FIL YARN DYED NESOI SATIN OR TWILL WEV
5407922090,WOV FAB SYN FIL YARN DYED NESOI OTHER TYPE FABRICS
5407930510,WV FB OF SYN FIL YN DIF COL CON GT=36% W/FAH NTCB
5407930520,WV FAB SYN FIL YN DIF COL CON GT=36% W/FAH CMB
5407931000,WOV FAB SYN FIL YN DIF COL CON LT 36% WT W/FAH
5407931500,WOV FAB SYN FIL YN DIF COL CON GT=85% WGT MM FIL
5407932010,WOV FAB SYN FIL YN DIF COL MIX W ART FIL/METLZD YN
5407932020,WOV FAB OF SYN FIL YN:YARN OF DIF COL NESOI POP/BR
5407932030,WOV FAB SYN FIL YARN YNS OF DIF COLOR NESOI SHEETG
5407932040,"WOV FAB SYN FIL YN, YNS OF DIF COLOR NESOI PRINTCL"
5407932050,"WOV FAB OF SYN FIL YARNS, YNS-DIFF COL SATIN/TW WV"
5407932090,WOV FAB OF SYN FIL YARN: YNS DIF COL NESOI OTH FAB
5407940510,WOV FAB SYN FIL YN CON GT=36% WT W/FAH PRN NT CB
5407940520,WOV FAB SYN FIL YN CON GT=36% BY WT W/FAH PRN CMB
5407941000,WOV FAB SYN FIL YARN CONT LT 36% BY WGT OF W/FAH
5407942010,WOV FAB SYN FIL YN PRNT MIX W ART FILA/METALIZD YN
5407942020,WOV FAB OF SYN FIL YARN PRINTED NESOI POPLIN/BROAD
5407942030,WOV FAB OF SYNTH FILAMENT YN PRINTED NESOI SHEETIN
5407942040,WOV FAB OF SYNTH FILA YARN PRINTED NESOI PRINTCLTH
5407942050,WOV FAB OF SYNTH FILA YARN PRNTED NESOI STN/TWL WV
5407942090,WOV FAB OF SYNTH FILA YARN PRINTED NESOI OTHER FAB
5408100000,WOVEN FAB OF AFT FILA YN OBTAIN FROM HI VISCSE RYN
5408210030,WV FB ART FIL GT=85% FIL OR STRP UBL/BL LT=170G/M2
5408210060,WV FB ART FIL CON GT=85% ART FIL STRP GT 170G/M2
5408221000,"OTH WOV FAB ART,DYED , OF CUPRAMMONIUM RAYON"
5408229030,OTH WOV FAB ART
5408229060,WV FB ART FIL CON GT=85% ART FIL/STP DY GT 170G/M2
5408231100,"YRN OF DIF COL THD GT 69/NT GT 142,OF CUPRMON RAY"
5408231900,"YRN DIF COL THD CT GT 69/NT GT 142, NOT CUPRAM RAY"
5408232100,"WOV FAB GT=85% ART FIL/STP YRN DIF COL, CUP RAYN"
5408232930,WOV FAB GT=85% ART FIL/STP YRN DIF COL LT=170G/M2
5408232960,WV FB CON GT=85% ART FIL/STP YN DIF COL GT 170G/M2
5408241000,"WOV FAB CON GT=85% ART FIL/STRIP PRINT, CUP RAYON"
5408249010,WOV FAB GT=85% ART FIL/STRP DIS WT LT=170G/M2
5408249020,WOV FAB GT=85% ART FIL/STRIP PRINT WT LT=170G/M2
5408249040,WV FB YN GT=85% ART FIL/STRIP DIS PRN GT 170G/M2
5408249050,WV FB YN CON GT=85% ART FIL STRIP PRN GT 170G/M2
5408310510,WOV FAB OF ART FIL YRN CON GT=36% BY WT WOOL/FAH
5408310520,WOV FAB OF ART FIL YN CON GT=36% BY WT W/FAH CMB
5408311000,WOV FAB OF ART FIL YN UNBL/BL CON LT 36% WT W/FAH
5408312010,WOV FABS OF ART FIL YN UBL/BL MXED M/S WTH SYN FIB
5408312020,OTH WOV FAB OF ART FIL YN UBL/BL NESOI POPLIN/BROD
5408312030,OTH WOV FABS OF ART FIL YRN UNBL/BL NESOI SHEETING
5408312040,OTH WOV FAB OF ART FIL YRNS UNBL/BL NESOI PRINTCLH
5408312050,OTH WOV FAB OF ART FIL YN UNBL/BL NESOI SAT/TWL WV
5408312090,OTH WOV FAB OF ART FIL YARN UBL/BL NESOI OTHER FAB
5408320510,WOV FAB ART FIL YN CON GT=36% WT W/FAH DYED NT CB
5408320520,WOV FAB ART FIL YRN CON GT=36% W/FAH DYED COMBED
5408321000,WOV FAB OF ART FIL YARN CON LT 36% BY WGT WOOL/FAH
5408323000,WOV FAB ART FIL YRN DYED CON GT=30% SILK GT $33/KG
5408329010,WOV FAB ART FIL CON LT 30% SILK MIXED WTH SYN FIL
5408329020,OTH WOV FAB ART FILA YARN DYED NESOI POP OR BROADC
5408329030,OTH WOV FAB ARTIF FILAMENT YARN DYED NESOI SHEETIN
5408329040,OTH WOV FAB ARTIF FILAMENT YARN DYED NESOI PRINTCL
5408329050,OTH WOV FAB ART FIL YARN DYED NESOI SATIN/TWILL WV
5408329090,OTH WOV FAB ART FIL YARN DYED NESOI OTHER TYPE FAB
5408330510,WV FB ART FIL YN: YN DIF COL: GT=36% W/FAH N CMB
5408330520,WV FB ART FIL YRN:YRN OF DIF COL GT=36% W/FAH CB
5408331000,WOV FAB OF ART FIL YRN: YRN DIF COL LT 36% W/FAH
5408331500,WOV FAB ART FIL YN: YN DIF COL CON GT=85% MM FIL
5408333000,WV ART FIL YN: YN DIF COL: GT=30% SLK GT $33/KG
5408339010,"WV FB ART FIL YN, YN DF CL"
5408339020,WOV FAB OF ART FIL YRN: YRN OF DIF COL NESOI POP/B
5408339030,WOV FAB ART FIL YRN: YRN OF DIF COL NESOI SHEETING
5408339040,WOV FAB ART FIL YN: YNS OF DIF COL NESOI PRINTCLTH
5408339050,WOV FAB OF ART FIL YN: YN DIF COL NESOI STN/TWL WV
5408339090,WOV FAB OF ART FIL YRN: YRN DIF COL NESOI: OTH FAB
5408340510,WOV FAB OF ART FIL YRN PRN CON GT=36% W/FAH NT CMB
5408340520,WOV FAN ART FIL YRN PRNT CON GT=36% W/FAH COMBED
5408341000,WOV FAB ART FILA YARN CON LT 36% BY WGT OF WO/FAH
5408343000,WOV FAB ART FIL YN PRN CON GT 30%SLK VAL GT $33/KG
5408349010,WOV FAB OF ARTIF FIL YRN MIXED M/S WITH SYNTH FILA
5408349020,WOV FAB ART FIL YARN PRINTED NESOI POPLIN/BROADCLO
5408349030,WOV FABS OF ARTIF FILA YARN PRINTED NESOI SHEETING
5408349040,WOV FAB OF ARTIF FILA YARN PRINTED NESOI PRNTCLOTH
5408349050,WOV FAB OF ART FIL YARN PRINTED NESOI STN/TWLL WVE
5408349085,"WOV FAB OF ART FIL YARN DISCHARGE PRINTED, NESOI"
5408349095,WOV FAB OF ART FIL YARN PRINTED NESOI OTH TYPE FAB
5501100000,SYNTHETIC FILAMENT TOW OF NYLON OR OTHER POLYAMIDE
5501200000,SYNTHETIC FILAMENT TOW OF POLYESTERS
5501300010,SYNTIC FILMT TOW 92% ACRYLONTRILE OR SEPERABLE TOW
5501300090,"SYNTHETIC FILAMENT TOW ACRYLIC OR MODACRYLC, NESOI"
5501400000,"SYNTHETIC FILAMENT TOW, OF POLYPROPYLENE"
5501900100,"SYNTHETIC FILAMENT TOW, OTHER"
5502100000,ARTIFICIAL FILAMENT TOW OF CELLULOSE ACETATE
5502900000,ARTIFICIAL FILAMENT TOW OTH THAN CELLULOSE ACETATE
5503110000,"SYN STP FIB OF ARAMIDS, NT CD, OR PROCD FOR SPINNG"
5503191000,"SYN STP FIB NT CD,PRSD SPNG:CON GT10% NYL 12,NESOI"
5503199000,"SYN STP FIB NT PRSD SPNG:OTH LT 10% NY 12, EXC ARA"
5503200015,"SYN STP FIB, NT PRCSSD, BI-COMPONENT, LOW MELT PLY"
5503200025,"SYN STP FIB, NT PRCSSD, OF POLY, LT 3.3 DECI,NESOI"
5503200045,"SYN STP FIB,NT PRCD,POLY,GT=3.3& LT 13.2 DEC,NESOI"
5503200065,"SYN STP FIB, NT PRCSSD, PLY, GT=13.2 DECITEX,NESOI"
5503300000,"SYN STP FIB NT CRD, CMB OR PRSD SPNG: ACRY/MODACRY"
5503400000,"SYN STP FIB NT CRD, CMB OR PRSD SPNG: POLYPROPLENE"
5503901000,"SYN STP FIB NOT CARD, CMB OR PRSD SPNG: OF VINYON"
5503909000,"SYN STP FIB NOT CARD, CMB OR PRSD SPNG: NOT VINYON"
5504100000,"ARTIF STP FIB NT CRD, CMB OR PRSD SPNG: VIS RAYON"
5504900000,"ART STP FIB NOT CRD, CMB OR PRSD SPNG: OTH VIS RYN"
5505100020,WASTE NOILS YRN WS&GARN STCK MMF SYN FIB OF NYLON
5505100040,WASTE NOILS YRN WST & GARN STCK MMF SYN FIB PLYSTR
5505100060,WASTE NOILS YARN WST & GARN STCK MMF SYN FIB NESOI
5505200000,"WASTE NOILS, YARN WST & GARN STCK MMF ARTIF FIBER"
5506100000,SYN STP FIB CRD CMB OR PRS SPNG NYL OR OTH PLYAMD
5506200000,SYN STPL FIB CRD CMB OR PRCD SPNG OF POLYESTER
5506300000,SYN STP FIB CRD CMB OR PRCD SPNG ACRYLIC/MDACRYLC
5506400000,POLYPRO SYNT STP FIB CARD COMB OR OTRWS PRSD SPNG
5506900100,SYNT STP FIB CARD COMB OR OTRWS PRSD SPNG NESOI
5507000000,ARTIFIC STPL FIBER CRD CMB OR OTHWS PRCD FOR SPNG
5508100000,SEW THD MMF STPL FIB WTH NT RETAIL SALE SYN STP FB
5508200000,SEW THD MMF STPL FIB WTH NT RETAIL SALE ART STP FB
5509110000,YRN N SWG TD SY ST FB N RTL SL >=85% ST F N/P SG Y
5509120000,"YRN N SW TD SY ST FB N RTL SL,>=85% ST F N/P M/C Y"
5509210000,YRN N/SEW THREAD SYN ST FB N/RT SL >=85% WGT PLYST
5509220010,YRN N SWG TD SY ST FB N RTL SL GT=85% POLY MLT TW
5509220090,YRN N SWG TD SY ST FB N RTL SL GT=85%
5509310000,YRN N SWG TD SY ST FB N RTL SL >=85% AC/MAC SFSY
5509320000,YRN N/SWG TD SYN ST FB N/RTL SL >=85% A/MC S F M/C
5509410010,YRN N SW TD FB N RTLSL GT=85% YRN SY SF SY PVA
5509410090,YRN N SWG TD SY ST FB N RTL SL GT=85% YR SY SF SY
5509420010,YRN N SW TD SY FB N RTSL GT=85% OT SY SF M/C
5509420090,YRN N SWG TD SY ST FB N RT SL GT=85% OT SY SF
5509513000,YRN N SWG TD SYN ST F N RT SL O PY ST F M AS F S Y
5509516000,YRN N SWG TD SYN ST F N RT SL O PY ST F M AS F MCY
5509520000,YRN N SWG THD SYN ST FB MX MNLY/SLY WL OR FN AN HR
5509530030,YRN N SWG THD SYN STP FIB MX MNLY/SLY CT LT=52NM
5509530060,YRN N SW TD SY ST FB N RT SL YR PL GT 52NM
5509590000,YRN N SW TD SY ST F N RTL SL OT YR POLY ST F NESOI
5509610000,YR N SWG TH SYN ST FB N RT SL O Y AC/MAC M W/FAH
5509620000,YR N SWG TH SYN ST FB N RT SL O Y AC/MAC MX COTTON
5509692000,YR N SW TH SY ST FB N RT SL O Y AC/MAC S F M AT SY
5509694000,YR N SW TH SY ST FB N RT SL O Y AC/MAC SF M AT MCY
5509696000,YRN NT SEWING THD OF SYN STPL FIB NT FOR RETL SALE
5509910000,YRN N SWG TH SYN STP FB N RTL SL OTH YRN MX WL/FAH
5509920000,YRN N SWG TH SYN STP FB N RTL SL OTH YRN MX COTTON
5509992000,YRN N SWG TH SY ST FB N RT SL OT Y OT M ART F S YN
5509994000,YRN OF SYN STP FIB NT FOR SALE MIXED W/ART FIB M/C
5509996000,YRN N SWG THD SYT ST FB N RTL SALE OTHER YRN NESOI
5510110000,YRN N SWG TH ART ST FB N RT SL >=85% ART S FB SN
5510120000,YRN N SWG TH ART ST F N RT SL >=85% ART S F M/C YR
5510200000,YRN N SWG TH ART ST F N RT SL OT YR M/S WOOL OR FA
5510300000,YRN N SWG THD ART STP FB N RT SL OT YRN M/S COTTON
5510902000,YRN N SWG TH ART ST FB N RT SL OT YR M SYN FB SN Y
5510904000,YRN N SWG TH ART ST FB N RT SL OT YR M SYN F M/C F
5510906000,YRN NT SWG THD ART STP FIB NT RT SL OTH YRN NESOI
5511100030,YRN N SWG TH MMF ST FB RT SL SYN GT=85% AC/MAC
5511100060,YRN N SWG TH MMF ST F RT SL SYN GT=85% FB-NESOI
5511200000,YRN N SWG TH MMF ST FB RT SL SYN S F <85% WT FIB
5511300000,YRN NT SWG TH MMF
5512110010,WOV FAB SYN FB GT=85% SYN GT=85% PLY UBL/BLC P/BC
5512110022,WOV FAB SYN GT=85% SYN GT=85% PL UB/BL W GT 254CM
5512110027,WOV FB SYN GT=85% SYN GT=85% PL S UB/BL W LT=254CM
5512110030,WOV FAB SYN ST GT=85% SYN GT=85% PLY UBL/BL PRTCL
5512110040,WV FB SYN FB GT=85% SYN GT=85% PLY UBL/BL CHESCLH
5512110050,WOV FAB SYN FB GT=85% SYN GT=85% PLY UBL/BL DUCK
5512110060,WOV FB SYN GT=85% SYN GT=85% PL UB/BL ST/TWL WV
5512110070,WOV FB SYN FIB GT= 85% SYN GT= 85% P0L UB/BL OX CL
5512110090,WOV FB SYN ST FIB GT=85% SYN GT=85% UB/BL NESOI
5512190005,WV FB SYN ST GT=85% SYN GT=85% PL YR D C EX BD/J W
5512190010,WV FB SYN GT=85% SYN GT=85% PLY OTH BLUE DENIM
5512190015,WOV FAB SYN GT=85% SYN GT=85% PLY OTH POP/BRCL
5512190022,WOV FAB SYN GT=85% SYN GT=85% PL OTH W GT 254CM
5512190027,WOV FB SYN GT=85% SYN GT=85% PL S F OTH W LT=254CM
5512190030,WOV FAB SYN FB GT=85% SYN GT=85% PLY S F OT PRTCL
5512190035,"WOV FAB SYN GT=85% SYN GT=85% POLY CHEES,LWN,V"
5512190040,WOV FAB SYN GT=85% SYN GT=85% POLY S F OT DUCK
5512190045,WOV FB SYN GT=85% SYN GT=85% PLY ST FB ST/TWL WV
5512190050,WOV FB SYN GT=85% SYN GT=85% PLY ST FB OXF CLTH
5512190090,WOV FB SYN GT=85% SYN GT=85% PL ST FB OTH NESOI
5512210010,WOV FAB SYN GT=85% SYN GT=85% A/M UBL/BLC P/BC
5512210020,WOV FAB SYN FIB GT=85% SYN GT=85% AC/MAC SHEETING
5512210030,WOV FAB SYN FB GT=85% SYN GT=85% A/M UBL/BL PRTCL
5512210040,WOV FAB SYN FB GT=85% SYN GT=85% A/M UBL/BL CHESE
5512210050,WOV FAB SYN FB GT=85% SYN GT=85% A/M UBL/BL DUCK
5512210060,WOV FB SYN GT=85% SYN GT=85% AM UB/BL ST/TWL WV
5512210070,WOV FB SYN GT=85% SYN GT=85% AM UB/BL OXFD CLOTH
5512210090,WOV FB SYN GT=85% SYN GT=85% AM UB/BL OTH NESOI
5512290005,WV FB SYN ST GT=85% SYN GT=85% A/M Y D C EX BD/J W
5512290010,WV FB SYN ST GT=85% SYN GT=85% A/M OTH-BLUE DENIM
5512290015,WOV FAB SYN FB GT=85% SYN GT=85% ACR/MAC OT PL/BC
5512290020,WOV FAB SYN GT=85% SYN GT=85% ACR/MACRL SHEETING
5512290025,WOV FAB SYN FB GT=85% SYN GT=85% ACR/MAC OT PRTCL
5512290030,"WOV FAB SYN FB GT=85% ACR/MA OT BL/UBL CHSCL,ETC"
5512290035,WOV FAB SYN FB GT=85% SYN GT=85% OTHER AC/MA DCK
5512290040,WOV FB SYN FIB GT=85% ACRY/MACRY SATIN/TWIL WV
5512290045,WOV FB SYN GT=85% SYN GT=85% ACR/MACR OTH OXF CL
5512290090,WOV FB SYN GT=85% SYN GT=85% ACR/MACR OTH NESOI
5512910010,WOV FAB SYN FIB GT=85% SYN ST FB OTH UNB/BL O/C
5512910020,WOV FAB SYN FIB GT=85% SYN ST FB OTH UNB/BL SHT
5512910030,WOV FAB SYN FIB GT=85% SYN ST FB OTH UNB/BL PRT
5512910040,WOV FAB SYN FB GT=85% SYN ST FB OTH UNB/BL CHSCL
5512910050,WOV FAB SYN FB GT=85% SYN ST FB OTH UNB/BL DUCK
5512910060,WOV FAB SYN FB GT=85% SYN ST FB OT UNB/BL S/T WV
5512910070,WOV FAB SYN FB GT=85% SYN ST FB OT UNB/BL O PL W
5512910090,WOV FAB SYN FB GT=85% SYN ST FB UNB/BL OT-NESOI
5512990005,WV FB SYN GT=85% SYN S F OTH YDC EX BL DN/JAC W
5512990010,WOV FAB SYN STAPLE GT=85% SYN STAPLE FIB NESOI
5512990015,WOV FAB SYN FIB GT=85% SYN ST FB OTH POPL/BRDCL
5512990020,WOV FAB SYN STP FIB GT=85% SYN ST FB OTHER SHEET
5512990025,WOV FAB SYN STP FIB GT=85% SYN ST FB OTH PRINTCLTH
5512990030,WOV FAB SYN FB GT=85% SYN ST FB OT BL/UBL CHSCLT
5512990035,WOV FAB SYN ST FB GT=85% SYN ST BER OTHER DUCK
5512990040,WOV FAB SYN FB GT=85% SYN ST FB OT SATIN/TWIL WV
5512990045,WOV FAB SYN FB GT=85% SYN ST FB OT BL/UBL OXF CL
5512990090,WOV FAB SYN FB GT=85% SYN STP FIB OTHER NESOI
5513110020,WOV FB SYN LT 85% MX CT LT=170G/M2 UB/BL P PW P/B
5513110040,WOV FB SYN LT 85% MX CT LT=170G/M2 UB/BL P PW SHT
5513110060,WOV FB SYN LT 85% MX CT LT=170G/M2 UB/BL P PW PRT
5513110090,WOV FB SYN LT 85% MX CT LT=170G/M2 UB/BL P CHESCL
5513120000,"WOV FB SYN S F,<85% MX CT,<=170G/M2 UB/B, 3-4 T TW"
5513130020,WV FB SYN LT 85% MX CT LT=170G/M2 UB/BL P ST/TW W
5513130040,WV FB SYN LT 85% MX CT LT=170G/M2 UB/BL P O OX CL
5513130090,WV FB SYN LT 85% MX CT LT=170G/M2 UB/BL P O NESOI
5513190010,WV FB SYN LT 85% MX CT LT=170G/M2 UB/BL OWF PL/BC
5513190020,WV FB SYN LT 85% MX CT LT=170G/M2 UB/BL OWF SHEET
5513190030,WV FB SYN LT 85% MX CT LT=170G/M2 UB/BL OWF PRTCL
5513190040,WV FB SYN LT 85% MX CT LT=170G/M2 UB/BL OWF CHSCL
5513190050,WV FB SYN LT 85% MX CT LT=170G/M2 UB/BL OWF S/T W
5513190060,WV FB SYN LT 85% MX CT LT=170G/M2 UB/BL OWF OX CL
5513190090,WV FB SYN LT 85% MX CT LT=170G/M2 UB/BL OWF NESOI
5513210020,WOV FB SYN LT 85% MX CT LT=170G/M2 DYED PY PW P/B
5513210040,WOV FB SYN LT 85% MY CT LT=170G/M2 DYED PY PW SHT
5513210060,WOV FB SYN LT 85% MX CT LT=170G/M2 DYED PY PW PRT
5513210090,WOV FB SYN LT 85% MY CT LT=170G/M2 DYED PY CHSCLH
5513230121,WV FB SYN LT 85% MX CT LT=170G/M2 DYED PY ST/TW W
5513230141,WV FB SYN LT 85% MX CT LT=170G/M2 DYED PY O OX CL
5513230191,WV FB SYN LT 85% MX CT LT=170G/M2 DYED PY O NESOI
5513290010,WV FB SYN LT 85% MX CT LT=170G/M2 DYED OWF PL/BC
5513290020,WV FB SYN LT 85% MX CT LT=170G/M2 DYED OWF SHEET
5513290030,WV FB SYN LT 85% MX CT LT=170G/M2 DYED OWF PRTCL
5513290040,WV FB SYN LT 85% MX CT LT=170G/M2 DYED OWF CHSCLH
5513290050,WV FB SYN LT 85% MX CT LT=170G/M2 DYED OWF S/T W
5513290060,WV FB SYN LT 85% MX CT LT=170G/M2 DYED WF O OX CL
5513290090,WV FB SYN LT 85% MX CT LT=170G/M2 DYED OWF NESOI
5513310000,"WV F SYN S F,< 85% MX CT,<=170G/M2,YDF PY ST FB,PW"
5513390111,WV FB SYN LT 85% MX CT LT=170G/M2 YDF OWF JAC WOV
5513390115,WV FB SYN LT 85% MX CT LT=170G/M2 YDF OWFPSF OX C
5513390191,WOV FAB SYN LT 85% MX CT LT=170G/M2 YDF OWF NESOI
5513410020,WOV FB SYN LT 85% MX CT LT=170G/M2 PRNTD P PW P/B
5513410040,WOV FB SYN LT 85% MX CT LT=170G/M2 PRNTD P PW SHT
5513410060,WOV FB SYN LT 85% MX CT LT=170G/M2 PRNTD P PW PRT
5513410090,WOV FB SYN LT 85% MX CT LT=170G/M2 PRNTD P PW OTH
5513491000,"WV FB SYN S F,<85% MX CT,<=170G/M2,PRNTD,3-4 T TW"
5513492020,WV FB SYN LT 85% MX CT LT=170G/M2 PRNTD P ST/TW W
5513492040,WV FB SYN LT 85% MX CT LT=170G/M2 PRNTD P O OX CL
5513492090,WV FB SYN LT 85% MX CT LT=170G/M2 PRNTD P O NESOI
5513499010,WV FB SYN LT 85% MX CT LT=170G/M2 PRNTD OWF PL/BC
5513499020,WV FB SYN LT 85% MX CT LT=170G/M2 PRNTD OWF SHEET
5513499030,WV FB SYN LT 85% MX CT LT=170G/M2 PRNTD OWF PRTCL
5513499040,WV FB SYN LT 85% MX CT LT=170G/M2 PRNTD OWF OX CL
5513499050,WV FB SYN LT 85% MX CT LT=170G/M2 PRNTD OWF S/T W
5513499060,WV FB SYN LT 85% MX CT LT=170G/M2 PRNTD OWF O P W
5513499090,WV FB SYN LT 85% MX CT LT=170G/M2 PRNTD OWF NESOI
5514110020,WV FB SYN LT 85% MX GT 170G/M2 UB/BL PY PW PL/BC
5514110030,WV FB SYN LT 85% MX GT 170G/M2 UB/BL PY PW SH N N
5514110050,WV FB SYN LT 85% MX GT 170G/M2 UB/BL PY PW SH NAP
5514110090,WV FB SY LT 85% MX CT GT 170G/M2 UB/BL 1 PW DCK
5514120020,W F S LT 85% M CT GT 170G/M2 UB/BL 3-4TD TL PSF
5514120040,UNBL TWL LT 85% GT 170G/M2 UB/BL 3-4TD TL PSF NAP
5514191020,WV FB LT 85% M CT GT 170G/M2 UB/BL OWFPSF ST/T W
5514191040,WV F SY LT 85% CT GT 170G/M2 UB/BL OWFPSF DK E PW
5514191090,WV FB SYN LT 85% MX CT GT 170G/M2 UB/BL OWFPSF OTH
5514199010,WV FB SYN LT 85% MX CT GT 170G/M2 UB/BL OT P/BC
5514199020,WV FB SYN LT 85% MX CT GT 170G/M2 UB/BL OT W F SHT
5514199030,WV FB SYN LT 85% MX CT GT 170G/M2 UB/BL OT DUCK
5514199040,WV FB SYN LT 85% MX CT GT 170G/M2 UB/BL S/T W
